Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Description,20170831_UDMSE_CONTROL_R001,20170831_UDMSE_CONTROL_R002,20170831_UDMSE_CONTROL_R003,20170831_UDMSE_INFECTED_R001,20170831_UDMSE_INFECTED_R002,20170831_UDMSE_INFECTED_R003,20170831_UDMSE_CONTROL_raw_R001,20170831_UDMSE_CONTROL_raw_R002,20170831_UDMSE_CONTROL_raw_R003,20170831_UDMSE_INFECTED__raw_R001,20170831_UDMSE_INFECTED_raw_R002,20170831_UDMSE_INFECTED_raw_003
A0A0D9S0X5,4,4,25.8976,0.000377982,0.000251544,1.401812296,0.999999991,I,C,Solute carrier family 25 member 3 OS=Chlorocebus sabaeus GN=SLC25A3 PE=3 SV=1,33249.41257,35621.91318,33074.05649,46059.88525,47661.14869,49187.25645,33249.41257,35621.91318,33074.05649,46059.88525,47661.14869,49187.25645
REVERSE1402,5,2,23.4856,0.000381351,0.000251544,1.289898061,0.99999999,C,I,Reversed Sequence 1402,15116.9399,14727.89592,14510.69493,11676.96314,11694.8736,11015.01294,15116.9399,14727.89592,14510.69493,11676.96314,11694.8736,11015.01294
A0A0D9R3L1,21,15,179.1406,0.000382151,0.000251544,1.095307738,0.999999989,C,I,Stress induced phosphoprotein 1 OS=Chlorocebus sabaeus GN=STIP1 PE=4 SV=1,190092.6137,190900.5137,189375.4534,172100.8816,172301.5598,176335.7595,190092.6137,190900.5137,189375.4534,172100.8816,172301.5598,176335.7595
A0A0D9S197,1,1,4.3785,0.000382219,0.000251544,1.334363806,0.999999989,I,C,Hydroxysteroid 17-beta dehydrogenase 2 OS=Chlorocebus sabaeus GN=HSD17B2 PE=3 SV=1,13575.17555,14555.05193,14394.29817,18840.3186,18472.99509,19429.87423,13575.17555,14555.05193,14394.29817,18840.3186,18472.99509,19429.87423
A0A0D9S3P6,5,1,28.0463,0.000383851,0.000251544,2.534423968,0.999999989,C,I,B-cell CLL/lymphoma 9 like OS=Chlorocebus sabaeus GN=BCL9L PE=4 SV=1,7300.10863,6837.207387,5604.63242,2619.274958,2467.899253,2702.346677,7300.10863,6837.207387,5604.63242,2619.274958,2467.899253,2702.346677
A0A0D9QXT5,5,3,25.6653,0.000383925,0.000251544,1.788581404,0.999999989,C,I,Galactokinase 1 OS=Chlorocebus sabaeus GN=GALK1 PE=4 SV=1,40982.00261,43283.54373,37312.22713,23991.46917,22251.25168,21731.69352,40982.00261,43283.54373,37312.22713,23991.46917,22251.25168,21731.69352
A0A0D9R758,15,7,90.8117,0.000385582,0.000251773,1.148588728,0.999999988,C,I,DNA helicase OS=Chlorocebus sabaeus GN=MCM5 PE=3 SV=1,115390.6019,110888.818,112760.2342,98722.65727,97432.15106,99024.52427,115390.6019,110888.818,112760.2342,98722.65727,97432.15106,99024.52427
A0A0D9RET2,5,3,29.6975,0.000390351,0.000254026,1.939086097,0.999999987,C,I,FAT atypical cadherin 2 OS=Chlorocebus sabaeus GN=FAT2 PE=4 SV=1,57430.58664,52155.10705,53137.81271,28735.69585,25176.9477,30004.98477,57430.58664,52155.10705,53137.81271,28735.69585,25176.9477,30004.98477
A0A0D9RE08,4,3,28.3778,0.000391725,0.000254062,1.751277984,0.999999986,C,I,Histidine triad nucleotide binding protein 2 OS=Chlorocebus sabaeus GN=HINT2 PE=4 SV=1,35370.8588,31880.78762,30819.40384,19789.06386,18161.81701,18048.82401,35370.8588,31880.78762,30819.40384,19789.06386,18161.81701,18048.82401
A0A0D9R0F3,16,10,136.993,0.000396081,0.000256025,1.301034043,0.999999985,I,C,X-ray repair cross complementing 6 OS=Chlorocebus sabaeus GN=XRCC6 PE=4 SV=1,91655.00099,94298.67642,89134.17931,119482.6582,115557.0908,122858.9175,91655.00099,94298.67642,89134.17931,119482.6582,115557.0908,122858.9175
A0A0D9RZX8,15,10,93.9866,0.000397792,0.000256271,1.305965473,0.999999984,I,C,NADPH--cytochrome P450 reductase OS=Chlorocebus sabaeus GN=POR PE=3 SV=1,45669.45423,47128.82885,46697.13258,62292.4999,61851.50182,58032.1947,45669.45423,47128.82885,46697.13258,62292.4999,61851.50182,58032.1947
A0A0D9RFQ6,3,3,21.9832,0.000405316,0.000260248,1.645203716,0.999999981,I,C,G protein subunit alpha 11 OS=Chlorocebus sabaeus GN=GNA11 PE=4 SV=1,8187.374466,8358.733992,9484.537568,14273.41742,14283.76939,14268.52875,8187.374466,8358.733992,9484.537568,14273.41742,14283.76939,14268.52875
A0A0D9R8W6,2,1,24.7499,0.000407438,0.000260357,1.46868043,0.99999998,C,I,U6 snRNA-associated Sm-like protein LSm2 OS=Chlorocebus sabaeus GN=LSM2 PE=3 SV=1,16444.69678,18093.71998,17943.30545,12069.76826,12167.62537,11496.53536,16444.69678,18093.71998,17943.30545,12069.76826,12167.62537,11496.53536
A0A0D9R6X5,19,1,225.782,0.000408189,0.000260357,1.895231275,0.999999979,I,C,Tubulin alpha chain OS=Chlorocebus sabaeus GN=TUBA4A PE=3 SV=1,1033.006252,1122.397577,934.2223254,2053.106884,1887.216467,1915.232767,1033.006252,1122.397577,934.2223254,2053.106884,1887.216467,1915.232767
A0A0D9QVJ9,9,5,102.7275,0.000412323,0.000260883,1.236032772,0.999999977,C,I,Nucleosome assembly protein 1 like 1 OS=Chlorocebus sabaeus GN=NAP1L1 PE=3 SV=1,154414.9526,155852.5135,147642.757,121560.7739,123059.0509,125847.8792,154414.9526,155852.5135,147642.757,121560.7739,123059.0509,125847.8792
A0A0D9R4Z6,13,10,98.0744,0.00041281,0.000260883,1.249487425,0.999999977,C,I,Thioredoxin domain containing 5 OS=Chlorocebus sabaeus GN=TXNDC5 PE=3 SV=1,110773.1682,109695.8164,112736.877,85552.64768,90427.94019,90693.45374,110773.1682,109695.8164,112736.877,85552.64768,90427.94019,90693.45374
A0A0D9QWK1,3,2,36.5935,0.000413078,0.000260883,1.529546747,0.999999977,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,32550.59752,30086.36263,33454.34081,21775.78685,20112.54724,20935.04881,32550.59752,30086.36263,33454.34081,21775.78685,20112.54724,20935.04881
A0A0D9RCF2,9,5,89.0023,0.000433226,0.000271903,1.275633233,0.999999963,C,I,Calumenin OS=Chlorocebus sabaeus GN=CALU PE=4 SV=1,138508.6952,140837.0779,146271.8881,110516.0257,108521.2207,114614.8176,138508.6952,140837.0779,146271.8881,110516.0257,108521.2207,114614.8176
A0A0D9S850,1,1,6.9079,0.000433349,0.000271903,1.354515476,0.999999963,C,I,SH3 domain-binding glutamic acid-rich-like protein OS=Chlorocebus sabaeus GN=SH3BGRL3 PE=3 SV=1,14152.58769,14273.69368,14068.35874,10897.10144,9905.405268,10570.06959,14152.58769,14273.69368,14068.35874,10897.10144,9905.405268,10570.06959
A0A0D9RZ03,2,2,9.1726,0.000439734,0.000275013,1.581001032,0.999999957,I,C,Cadherin 2 OS=Chlorocebus sabaeus GN=CDH2 PE=4 SV=1,4509.178153,4592.670378,4032.884074,7012.714622,6722.778117,7030.533072,4509.178153,4592.670378,4032.884074,7012.714622,6722.778117,7030.533072
A0A0D9RVS2,7,4,43.0276,0.000443221,0.000276297,1.401347476,0.999999954,C,I,Tumor protein D52 like 2 OS=Chlorocebus sabaeus GN=TPD52L2 PE=4 SV=1,21101.99663,20799.77183,19848.91092,14630.0253,14060.55224,15374.63857,21101.99663,20799.77183,19848.91092,14630.0253,14060.55224,15374.63857
A0A0D9RCX5,5,2,26.4119,0.000446115,0.00027714,2.611663093,0.999999951,C,I,G protein subunit beta 3 OS=Chlorocebus sabaeus GN=GNB3 PE=4 SV=1,15434.56907,17350.71345,20322.23897,6543.351831,6438.69183,7352.708414,15434.56907,17350.71345,20322.23897,6543.351831,6438.69183,7352.708414
A0A0D9S232,2,2,10.6204,0.000447668,0.00027714,2.071871965,0.999999949,I,C,Solute carrier family 7 member 5 OS=Chlorocebus sabaeus GN=SLC7A5 PE=4 SV=1,3391.850374,2934.463269,3418.952809,6314.002786,6504.585977,7372.355589,3391.850374,2934.463269,3418.952809,6314.002786,6504.585977,7372.355589
A0A0D9RS82,9,8,58.2975,0.000448889,0.00027714,1.819281966,0.999999948,I,C,Chaperonin containing TCP1 subunit 7 OS=Chlorocebus sabaeus GN=CCT7 PE=3 SV=1,38302.985,35863.03338,32025.05906,61989.89801,64321.49172,66880.12237,38302.985,35863.03338,32025.05906,61989.89801,64321.49172,66880.12237
A0A0D9R6P9,3,2,20.4234,0.000474488,0.000292008,1.497312791,0.999999911,C,I,Tripartite motif containing 7 OS=Chlorocebus sabaeus GN=TRIM7 PE=4 SV=1,13710.22614,14768.94441,13306.03564,9666.487458,9313.214797,8927.096144,13710.22614,14768.94441,13306.03564,9666.487458,9313.214797,8927.096144
A0A0D9RK39,5,4,41.0248,0.000481962,0.000295176,1.379096659,0.999999898,C,I,Complement C1q binding protein OS=Chlorocebus sabaeus GN=C1QBP PE=4 SV=1,252155.2637,249915.4909,266774.6133,180460.4809,182587.9493,194450.8306,252155.2637,249915.4909,266774.6133,180460.4809,182587.9493,194450.8306
A0A0D9R827,10,3,103.471,0.0004827,0.000295176,1.379204934,0.999999897,I,C,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta OS=Chlorocebus sabaeus GN=YWHAH PE=3 SV=1,20496.13831,19793.96442,18889.27958,26952.38898,26415.20139,28252.90574,20496.13831,19793.96442,18889.27958,26952.38898,26415.20139,28252.90574
A0A0D9S0X3,14,12,102.0578,0.000490189,0.000298409,1.244785131,0.999999881,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,134965.5338,137365.062,137933.9736,108514.3896,106864.073,114208.194,134965.5338,137365.062,137933.9736,108514.3896,106864.073,114208.194
A0A0D9RZE9,4,3,17.455,0.000491085,0.000298409,1.488201262,0.999999879,C,I,HAUS augmin like complex subunit 1 OS=Chlorocebus sabaeus GN=HAUS1 PE=4 SV=1,19957.90803,18820.19148,18542.25095,13606.05913,12236.73854,12673.73362,19957.90803,18820.19148,18542.25095,13606.05913,12236.73854,12673.73362
A0A0D9R6L1,21,16,117.9259,0.000495241,0.000299988,1.17836713,0.99999987,C,I,Heterogeneous nuclear ribonucleoprotein M OS=Chlorocebus sabaeus GN=HNRNPM PE=4 SV=1,447247.7226,454085.8418,470766.4627,384772.8829,388896.2417,390738.8025,447247.7226,454085.8418,470766.4627,384772.8829,388896.2417,390738.8025
REVERSE18707,3,2,19.3344,0.000497829,0.000300611,1.651068682,0.999999864,C,I,Reversed Sequence 18707,20209.84181,21326.46567,22724.48455,13737.11874,12177.55466,13006.05276,20209.84181,21326.46567,22724.48455,13737.11874,12177.55466,13006.05276
A0A0D9RC30;A0A0D9S6H9,4,2,18.2557,0.000501684,0.000301369,1.47364177,0.999999854,C,I,Adenosylhomocysteinase OS=Chlorocebus sabaeus GN=AHCYL2 PE=3 SV=1,29439.3005,27137.78888,30049.39543,19379.11626,19005.53014,20399.30408,29439.3005,27137.78888,30049.39543,19379.11626,19005.53014,20399.30408
REVERSE12547,5,3,22.3589,0.000502215,0.000301369,1.392264969,0.999999853,C,I,Reversed Sequence 12547,51901.58998,50353.82846,47293.98075,35382.85593,36997.15259,35034.45822,51901.58998,50353.82846,47293.98075,35382.85593,36997.15259,35034.45822
A0A0D9RWY2,10,6,74.7043,0.000504271,0.000301663,1.505028738,0.999999849,C,I,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase OS=Chlorocebus sabaeus GN=ATIC PE=4 SV=1,102942.4692,94422.65252,98016.83107,63051.02577,69510.14046,63702.16437,102942.4692,94422.65252,98016.83107,63051.02577,69510.14046,63702.16437
A0A0D9QVY5,3,3,13.2412,0.000507412,0.00030217,1.300748088,0.999999841,C,I,Proteasome 26S subunit_ non-ATPase 7 OS=Chlorocebus sabaeus GN=PSMD7 PE=4 SV=1,10963.59425,11108.8811,10918.29143,8878.431621,8301.103305,8183.382829,10963.59425,11108.8811,10918.29143,8878.431621,8301.103305,8183.382829
A0A0D9S873,6,1,43.8375,0.000510096,0.00030217,3.593446187,0.999999833,I,C,Chloride intracellular channel protein OS=Chlorocebus sabaeus GN=CLIC4 PE=3 SV=1,1033.018419,745.5528514,1019.778782,3798.779398,3060.75967,3196.18126,1033.018419,745.5528514,1019.778782,3798.779398,3060.75967,3196.18126
A0A0D9RB84,15,12,118.1553,0.000511454,0.00030217,1.169670712,0.999999829,C,I,KH-type splicing regulatory protein OS=Chlorocebus sabaeus GN=KHSRP PE=4 SV=1,115287.9441,110809.8421,116402.955,98079.01224,97264.52798,97474.54753,115287.9441,110809.8421,116402.955,98079.01224,97264.52798,97474.54753
A0A0D9QY94;A0A0D9QYC9;A0A0D9QYD0,20,3,198.8424,0.000512213,0.00030217,1.382232217,0.999999827,C,I,L-lactate dehydrogenase OS=Chlorocebus sabaeus PE=3 SV=1,67626.166,64842.05287,71108.11148,48756.69444,47849.25226,50674.89937,67626.166,64842.05287,71108.11148,48756.69444,47849.25226,50674.89937
A0A0D9RJD3,22,19,177.0699,0.000512961,0.00030217,1.234480256,0.999999825,C,I,Integrin subunit alpha V OS=Chlorocebus sabaeus GN=ITGAV PE=3 SV=1,336030.8532,337936.165,357488.4558,281645.0669,276904.5495,276988.6344,336030.8532,337936.165,357488.4558,281645.0669,276904.5495,276988.6344
A0A0D9S6T5,11,2,60.4429,0.000530389,0.000311483,2.137029065,0.999999765,I,C,Guanylate binding protein 2 OS=Chlorocebus sabaeus GN=GBP2 PE=4 SV=1,5131.711999,5227.849118,4331.723276,9627.637248,11253.28996,10514.77453,5131.711999,5227.849118,4331.723276,9627.637248,11253.28996,10514.77453
A0A0D9QZ02;A0A0D9RBS9,6,2,37.2882,0.000537253,0.000314556,2.271530942,0.999999738,C,I,RAB5B_ member RAS oncogene family OS=Chlorocebus sabaeus GN=RAB5B PE=4 SV=1,5594.699162,4963.821416,4624.333059,2145.098733,2491.03021,2047.845003,5594.699162,4963.821416,4624.333059,2145.098733,2491.03021,2047.845003
A0A0D9S7A6,2,1,11.5085,0.000546679,0.000319104,2.027425857,0.999999695,C,I,Thioredoxin domain containing 12 OS=Chlorocebus sabaeus GN=TXNDC12 PE=4 SV=1,3966.992715,3941.189075,3722.179617,2055.253479,1663.566563,2017.696223,3966.992715,3941.189075,3722.179617,2055.253479,1663.566563,2017.696223
REVERSE652,1,1,12.5398,0.000554083,0.000322099,1.353188657,0.999999659,I,C,Reversed Sequence 652,7861.480315,7455.98952,8166.207455,10903.14774,10469.2128,10405.48519,7861.480315,7455.98952,8166.207455,10903.14774,10469.2128,10405.48519
A0A0D9R3P2;A0A0D9S9I2;A0A0D9RPT4,7,5,83.4441,0.000555154,0.000322099,1.39588643,0.999999653,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,57618.26572,58068.65729,63201.62564,85782.5216,81764.83089,82160.74506,57618.26572,58068.65729,63201.62564,85782.5216,81764.83089,82160.74506
A0A0D9RZC5,12,7,72.4301,0.000562387,0.000325316,1.14522664,0.999999613,C,I,Heat shock protein family H (Hsp110) member 1 OS=Chlorocebus sabaeus GN=HSPH1 PE=3 SV=1,47473.36,48790.3666,46831.05534,42126.94778,41239.16755,41582.76112,47473.36,48790.3666,46831.05534,42126.94778,41239.16755,41582.76112
A0A0D9SA87;A0A0D9SCJ7;A0A0D9SCK8;A0A0D9SCL8;A0A0D9SA34;A0A0D9SA35,13,2,174.9203,0.0005711,0.000329367,2.241924993,0.999999561,C,I,Histone H2B OS=Chlorocebus sabaeus GN=HIST2H2BE PE=3 SV=1,62763.54634,49722.64444,49813.35504,23796.43644,25195.40311,23401.10236,62763.54634,49722.64444,49813.35504,23796.43644,25195.40311,23401.10236
A0A0D9S6F2,5,5,32.7481,0.000573392,0.000329701,1.115048045,0.999999546,C,I,Ubiquitin conjugating enzyme E2 M OS=Chlorocebus sabaeus GN=UBE2M PE=3 SV=1,57001.34428,56173.93132,56956.66712,51846.12469,50187.53279,50544.46993,57001.34428,56173.93132,56956.66712,51846.12469,50187.53279,50544.46993
A0A0D9S7X4,11,6,71.2697,0.000583915,0.000334753,1.334914055,0.999999472,C,I,Eukaryotic translation initiation factor 3 subunit I OS=Chlorocebus sabaeus GN=EIF3I PE=3 SV=1,47053.83611,45505.76674,48529.66084,35279.22095,33835.15478,36577.27021,47053.83611,45505.76674,48529.66084,35279.22095,33835.15478,36577.27021
REVERSE17155,7,2,38.1978,0.0005877,0.000334984,1.514319242,0.999999444,C,I,Reversed Sequence 17155,37695.77677,37281.02553,42452.90492,25940.52438,25628.33928,25977.33924,37695.77677,37281.02553,42452.90492,25940.52438,25628.33928,25977.33924
A0A0D9RTV3,12,3,74.6589,0.000587796,0.000334984,1.626349684,0.999999443,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,30376.33444,30194.29957,34187.98796,18529.31548,20402.4082,19332.88133,30376.33444,30194.29957,34187.98796,18529.31548,20402.4082,19332.88133
A0A0D9RYS4,1,1,6.5232,0.00059127,0.00033597,1.501911159,0.999999416,I,C,Aminoacyl tRNA synthetase complex interacting multifunctional protein 2 OS=Chlorocebus sabaeus GN=AIMP2 PE=4 SV=1,6182.8532,5823.892946,5596.046684,8306.012519,9108.378181,9023.440275,6182.8532,5823.892946,5596.046684,8306.012519,9108.378181,9023.440275
A0A0D9S3R1,24,11,133.9517,0.000604259,0.000341074,1.266070686,0.999999303,I,C,Hypoxia up-regulated 1 OS=Chlorocebus sabaeus GN=HYOU1 PE=3 SV=1,93547.64478,97358.44791,97237.91434,126545.1521,119099.5207,119166.0078,93547.64478,97358.44791,97237.91434,126545.1521,119099.5207,119166.0078
A0A0D9RC89,65,44,433.1132,0.00060523,0.000341074,1.133379233,0.999999294,I,C,Filamin C OS=Chlorocebus sabaeus GN=FLNC PE=4 SV=1,285409.9468,275151.3288,274331.2388,314772.675,315468.5278,316008.6349,285409.9468,275151.3288,274331.2388,314772.675,315468.5278,316008.6349
A0A0D9QUH9,1,1,6.2746,0.000605564,0.000341074,1.550846401,0.999999291,C,I,Small nuclear ribonucleoprotein polypeptide A OS=Chlorocebus sabaeus GN=SNRPA PE=4 SV=1,8528.858222,8879.577823,9747.766452,5676.925024,6075.106781,5758.536925,8528.858222,8879.577823,9747.766452,5676.925024,6075.106781,5758.536925
A0A0D9SB61,2,1,9.337,0.000610812,0.000343027,1.397096141,0.99999924,C,I,Biorientation of chromosomes in cell division 1 like 2 OS=Chlorocebus sabaeus GN=BOD1L2 PE=4 SV=1,6314.122065,6575.338536,7047.285628,4854.221108,4664.681677,4751.229128,6314.122065,6575.338536,7047.285628,4854.221108,4664.681677,4751.229128
A0A0D9RN38,49,32,295.5183,0.000616719,0.000344416,1.129100388,0.99999918,I,C,Spectrin beta chain OS=Chlorocebus sabaeus GN=SPTBN1 PE=3 SV=1,244113.3733,244827.8864,244985.713,273346.5985,272258.0412,283072.5899,244113.3733,244827.8864,244985.713,273346.5985,272258.0412,283072.5899
A0A0D9QVJ0,38,22,340.9258,0.000616861,0.000344416,1.388971596,0.999999178,I,C,Actinin alpha 4 OS=Chlorocebus sabaeus GN=ACTN4 PE=4 SV=1,237859.6643,219913.0086,212666.2792,311525.5521,306617.0054,313078.1042,237859.6643,219913.0086,212666.2792,311525.5521,306617.0054,313078.1042
A0A0D9RLP0,3,1,19.6479,0.000622317,0.000346457,1.700376175,0.999999119,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,9119.739836,9936.714871,8328.300793,5416.863953,5510.844126,5177.407891,9119.739836,9936.714871,8328.300793,5416.863953,5510.844126,5177.407891
A0A0D9QYV0,1,1,5.5178,0.000629474,0.000347787,1.418875815,0.999999036,C,I,RNA binding protein with serine rich domain 1 OS=Chlorocebus sabaeus GN=RNPS1 PE=4 SV=1,4133.920307,3962.379181,3786.634682,2750.616266,2692.286657,2931.990806,4133.920307,3962.379181,3786.634682,2750.616266,2692.286657,2931.990806
A0A0D9R8L7;A0A0D9S5J3;A0A0D9RLX3;A0A0D9QX40;A0A0D9R8T4;A0A0D9RE22;A0A0D9RUC6;A0A0D9RYA8;A0A0D9S0M7;A0A0D9S0X8;A0A0D9S7A7,11,7,108.6335,0.000630853,0.000347787,1.211860319,0.999999019,C,I,RAB10_ member RAS oncogene family OS=Chlorocebus sabaeus GN=RAB10 PE=4 SV=1,51359.65001,49056.84466,48661.58074,40263.29988,41006.88906,41745.70085,51359.65001,49056.84466,48661.58074,40263.29988,41006.88906,41745.70085
A0A0D9S4M8,2,1,16.6157,0.000631623,0.000347787,1.246497851,0.999999009,C,I,Rho GDP dissociation inhibitor alpha OS=Chlorocebus sabaeus GN=ARHGDIA PE=4 SV=1,17334.58491,18694.14868,17926.02853,14301.57349,14387.47322,14596.03563,17334.58491,18694.14868,17926.02853,14301.57349,14387.47322,14596.03563
A0A0D9S8B5,2,2,15.104,0.000633074,0.000347787,1.475823803,0.999998991,I,C,Alkaline phosphatase OS=Chlorocebus sabaeus GN=ALPL PE=3 SV=1,40422.30828,45571.6775,43944.52436,61578.38501,64637.9789,65549.98226,40422.30828,45571.6775,43944.52436,61578.38501,64637.9789,65549.98226
A0A0D9RE81,6,3,35.2751,0.000633732,0.000347787,3.963835706,0.999998983,I,C,EPS8 like 2 OS=Chlorocebus sabaeus GN=EPS8L2 PE=4 SV=1,2737.397905,3812.305314,3848.475282,11674.03273,13704.42654,15838.21195,2737.397905,3812.305314,3848.475282,11674.03273,13704.42654,15838.21195
A0A0D9RHD6,4,2,26.2083,0.000648679,0.000354978,1.699694448,0.99999878,C,I,Proteasome subunit beta type OS=Chlorocebus sabaeus GN=PSMB1 PE=3 SV=1,7597.912205,8446.464041,8365.782851,4718.696471,4462.159924,5180.642002,7597.912205,8446.464041,8365.782851,4718.696471,4462.159924,5180.642002
A0A0D9RPV2,4,2,19.7944,0.000651072,0.000355278,2.130956132,0.999998745,C,I,Mitoguardin 2 OS=Chlorocebus sabaeus GN=MIGA2 PE=4 SV=1,123365.1493,100878.939,96272.5102,51134.68444,48426.98336,50848.09132,123365.1493,100878.939,96272.5102,51134.68444,48426.98336,50848.09132
A0A0D9S2A3;A0A0D9SCH5;A0A0D9RPW6,8,5,97.6923,0.000664738,0.000361711,1.205429168,0.999998528,C,I,Calmodulin 2 OS=Chlorocebus sabaeus GN=CALM1 PE=4 SV=1,368030.03,391765.7982,386925.2384,319433.386,316469.807,315393.7365,368030.03,391765.7982,386925.2384,319433.386,316469.807,315393.7365
A0A0D9R1Y6,4,1,18.8017,0.000671166,0.00036418,3.761137262,0.999998416,I,C,Chaperonin containing TCP1 subunit 6B OS=Chlorocebus sabaeus GN=CCT6B PE=3 SV=1,636.1596774,636.8618121,916.72595,2446.305426,2688.272996,3101.362268,636.1596774,636.8618121,916.72595,2446.305426,2688.272996,3101.362268
A0A0D9RC52,9,6,49.1923,0.00068432,0.000370275,1.241167141,0.999998165,C,I,Scaffold attachment factor B OS=Chlorocebus sabaeus GN=SAFB PE=4 SV=1,56452.82037,58221.2658,60369.5837,47300.98411,45939.79984,47790.72102,56452.82037,58221.2658,60369.5837,47300.98411,45939.79984,47790.72102
A0A0D9SDP0;A0A0D9RLE9,10,4,113.9522,0.000709143,0.000382631,1.161282172,0.999997606,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,172679.8037,181271.8449,180527.14,154349.0314,153140.2483,152759.5741,172679.8037,181271.8449,180527.14,154349.0314,153140.2483,152759.5741
A0A0D9QZW2,7,3,61.6142,0.000724307,0.000389721,1.475493221,0.999997203,I,C,Keratin 79 OS=Chlorocebus sabaeus GN=KRT79 PE=3 SV=1,13441.01004,13483.9708,14580.83692,20110.47747,19459.66051,21671.41477,13441.01004,13483.9708,14580.83692,20110.47747,19459.66051,21671.41477
A0A0D9S897,9,5,71.2337,0.000726402,0.00038976,1.221480912,0.999997144,C,I,Heterogeneous nuclear ribonucleoprotein R OS=Chlorocebus sabaeus GN=HNRNPR PE=4 SV=1,57842.53243,57210.16642,60135.29705,47482.95642,46744.81281,49194.85336,57842.53243,57210.16642,60135.29705,47482.95642,46744.81281,49194.85336
A0A0D9S8A9,5,3,39.8188,0.00073659,0.000394128,1.203116563,0.999996839,C,I,Cell division cycle 42 OS=Chlorocebus sabaeus GN=CDC42 PE=3 SV=1,53759.10519,54018.31384,51185.57635,44825.7624,43332.03722,43968.21404,53759.10519,54018.31384,51185.57635,44825.7624,43332.03722,43968.21404
A0A0D9RHG3,17,2,196.3634,0.000740086,0.000394902,1.3545611,0.999996729,C,I,Phosphoglycerate kinase OS=Chlorocebus sabaeus PE=3 SV=1,37204.21749,36064.22647,38064.98266,28623.34212,27618.80947,25949.36167,37204.21749,36064.22647,38064.98266,28623.34212,27618.80947,25949.36167
A0A0D9RMM1,3,1,13.0542,0.000752667,0.000400506,2.110283834,0.999996307,I,C,Eukaryotic translation initiation factor 4 gamma 1 OS=Chlorocebus sabaeus GN=EIF4G1 PE=4 SV=1,2297.488387,2896.24934,2786.745086,5678.381225,5939.559633,5223.143015,2297.488387,2896.24934,2786.745086,5678.381225,5939.559633,5223.143015
